7,84.43306732177734,133.97740173339844,204.502197265625,101.75518798828125,111.67025756835938,72.25126647949219
2,129.21359252929688,199.2906036376953,273.74578857421875,150.32106018066406,173.18753051757812,108.42643737792969
1,59.778560638427734,90.6221923828125,162.70179748535156,40.394412994384766,46.10316467285156,45.63593292236328
0,176.97634887695312,235.7432861328125,244.6927947998047,155.76031494140625,185.75555419921875,117.7725830078125
4,110.03861999511719,146.6501922607422,190.8111572265625,91.377197265625,100.01490783691406,76.03605651855469
1,79.33723449707031,120.36856842041016,161.9636993408203,51.648040771484375,57.58348846435547,55.9300422668457
4,105.01116180419922,158.3398895263672,213.09661865234375,106.82115173339844,120.04638671875,85.8423843383789
9,128.79815673828125,119.5521011352539,224.80105590820312,114.90318298339844,125.35575103759766,58.65712356567383
5,141.171142578125,182.0615997314453,296.55657958984375,168.80108642578125,199.34779357910156,102.64871978759766
9,132.720947265625,205.12132263183594,219.78997802734375,134.24436950683594,159.1836395263672,103.75727081298828
0,156.86465454101562,214.35357666015625,248.71673583984375,154.06256103515625,174.1366729736328,111.639404296875
6,139.59011840820312,198.96511840820312,224.16250610351562,136.44873046875,152.50230407714844,107.11357116699219
9,109.95913696289062,163.09027099609375,195.24908447265625,104.44440460205078,117.31895446777344,84.57108306884766
0,164.47386169433594,208.4524688720703,221.81114196777344,138.8528594970703,153.77276611328125,100.5513916015625
1,98.81299591064453,127.01087188720703,181.62013244628906,67.00477600097656,73.25144958496094,55.751914978027344
5,104.35723876953125,136.2205352783203,282.73687744140625,151.3793182373047,167.1307373046875,82.86402130126953
9,120.74988555908203,169.06068420410156,200.67042541503906,111.59648132324219,122.79264831542969,87.3422622680664
7,102.8397445678711,154.20388793945312,231.7527313232422,122.77217102050781,140.63340759277344,84.1864242553711
3,178.65884399414062,185.94334411621094,316.2315673828125,214.45834350585938,232.8367156982422,111.40445709228516
4,90.49632263183594,118.05795288085938,192.37881469726562,79.99676513671875,88.06082153320312,62.04568862915039
9,120.8626937866211,185.9114990234375,196.01402282714844,107.32124328613281,126.32064056396484,94.14035034179688
6,114.93843841552734,154.55807495117188,226.98011779785156,114.42566680908203,124.9769287109375,79.44937133789062
6,132.62741088867188,168.30221557617188,209.17239379882812,116.15381622314453,126.43353271484375,88.4338607788086
5,93.13810729980469,147.17567443847656,253.98916625976562,122.32620239257812,142.7039794921875,83.17094421386719
4,79.11781311035156,91.509521484375,188.45547485351562,73.44015502929688,77.84021759033203,49.66071701049805
0,239.8297576904297,307.42236328125,263.347412109375,210.91421508789062,247.76370239257812,153.00160217285156
7,80.76549530029297,110.52679443359375,193.12127685546875,81.7883529663086,93.40098571777344,54.3075065612793
4,119.38534545898438,157.24459838867188,204.5330047607422,105.32450103759766,117.28751373291016,84.72055053710938
